smiles,pka_values,functional_groups,mapping,pka_matrix
COc1cc(CCC(O)=O)ccc1O,"[4.48, 9.87]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Phenol', 'indices': [13]}]","{'4.48': {'type': 'COOH', 'indices': [8]}, '9.87': {'type': 'Phenol', 'indices': [13]}}","[(8, 4.48), (13, 9.87)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(O)=O,"[3.11, 8.25]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.11': {'type': 'COOH', 'indices': [18]}, '8.25': {'type': 'PrimaryAmine', 'indices': [0]}}","[(18, 3.11), (0, 8.25)]"
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,"[2.8, 6.505]","[{'type': 'PhosphonicAcid', 'indices': [15]}, {'type': 'PhosphonicAcid', 'indices': [19]}, {'type': 'PhosphonicAcid', 'indices': [20]}, {'type': 'ImidazoleLike', 'indices': [6]}, {'type': 'ImidazoleLike', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [23]}, {'type': 'AliphaticRingAlcohol', 'indices': [25]}]","{'2.8': {'type': 'PhosphonicAcid', 'indices': [15]}, '6.505': {'type': 'PhosphonicAcid', 'indices': [19]}}","[(15, 2.8), (19, 6.505)]"
NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O,"[2.91, 8.04]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.91': {'type': 'COOH', 'indices': [18]}, '8.04': {'type': 'PrimaryAmine', 'indices': [0]}}","[(18, 2.91), (0, 8.04)]"
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,"[3.27, 7.85]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.27': {'type': 'COOH', 'indices': [19]}, '7.85': {'type': 'PrimaryAmine', 'indices': [0]}}","[(19, 3.27), (0, 7.85)]"
NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,"[3.2, 7.88]","[{'type': 'COOH', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.2': {'type': 'COOH', 'indices': [15]}, '7.88': {'type': 'PrimaryAmine', 'indices': [0]}}","[(15, 3.2), (0, 7.88)]"
CC(C)C[C@H](N)C(O)=O,"[2.32, 9.58]","[{'type': 'COOH', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.32': {'type': 'COOH', 'indices': [7]}, '9.58': {'type': 'PrimaryAmine', 'indices': [5]}}","[(7, 2.32), (5, 9.58)]"
O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,"[1.5, 6.17]","[{'type': 'PhosphonicAcid', 'indices': [5]}, {'type': 'PhosphonicAcid', 'indices': [6]}]","{'1.5': {'type': 'PhosphonicAcid', 'indices': [5]}, '6.17': {'type': 'PhosphonicAcid', 'indices': [6]}}","[(5, 1.5), (6, 6.17)]"
CC(C)C[C@H](N)C(=O)NO,"[7.14, 9.1]","[{'type': 'NHydroxylamine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'7.14': {'type': 'PrimaryAmine', 'indices': [5]}, '9.1': {'type': 'NHydroxylamine', 'indices': [9]}}","[(5, 7.14), (9, 9.1)]"
CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O,"[3.36, 8.08]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.36': {'type': 'COOH', 'indices': [12]}, '8.08': {'type': 'PrimaryAmine', 'indices': [5]}}","[(12, 3.36), (5, 8.08)]"
CC(C)C(C(O)=O)C(O)=O,"[2.78, 5.5]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'2.78': {'type': 'COOH', 'indices': [5]}, '5.5': {'type': 'COOH', 'indices': [8]}}","[(5, 2.78), (8, 5.5)]"
CC(C)CC(C(O)=O)C(O)=O,"[2.87, 5.36]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}]","{'2.87': {'type': 'COOH', 'indices': [6]}, '5.36': {'type': 'COOH', 'indices': [9]}}","[(6, 2.87), (9, 5.36)]"
NCCC(=O)NCC(=O)NCC(O)=O,"[3.19, 9.25]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.19': {'type': 'COOH', 'indices': [12]}, '9.25': {'type': 'PrimaryAmine', 'indices': [0]}}","[(12, 3.19), (0, 9.25)]"
O[C@@H]([C@H](O)C(O)=O)C(O)=O,"[2.82, 3.9850000000000003]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'2.82': {'type': 'COOH', 'indices': [5]}, '3.9850000000000003': {'type': 'COOH', 'indices': [8]}}","[(5, 2.82), (8, 3.9850000000000003)]"
O[C@@H]([C@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,"[3.17, 3.97]","[{'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [12]}]","{'3.17': {'type': 'COOH', 'indices': [7]}, '3.97': {'type': 'COOH', 'indices': [12]}}","[(7, 3.17), (12, 3.97)]"
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,"[3.18, 7.68]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.18': {'type': 'COOH', 'indices': [18]}, '7.68': {'type': 'PrimaryAmine', 'indices': [5]}}","[(18, 3.18), (5, 7.68)]"
CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O,"[2.98, 8.17]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.98': {'type': 'COOH', 'indices': [12]}, '8.17': {'type': 'PrimaryAmine', 'indices': [5]}}","[(12, 2.98), (5, 8.17)]"
CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,"[3.33, 7.89]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.33': {'type': 'COOH', 'indices': [19]}, '7.89': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 3.33), (5, 7.89)]"
CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,"[2.89, 8.15]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.89': {'type': 'COOH', 'indices': [18]}, '8.15': {'type': 'PrimaryAmine', 'indices': [5]}}","[(18, 2.89), (5, 8.15)]"
O[P](O)(=O)CI,"[1.3, 6.44]","[{'type': 'Phosphate', 'indices': [0]}, {'type': 'Phosphate', 'indices': [2]}]","{'1.3': {'type': 'Phosphate', 'indices': [0]}, '6.44': {'type': 'Phosphate', 'indices': [2]}}","[(0, 1.3), (2, 6.44)]"
OCc1ncccc1O,"[4.74, 8.6]","[{'type': 'Phenol', 'indices': [8]}, {'type': 'Pyridine', 'indices': [3]}]","{'4.74': {'type': 'Pyridine', 'indices': [3]}, '8.6': {'type': 'Phenol', 'indices': [8]}}","[(3, 4.74), (8, 8.6)]"
O[P](O)(=O)Oc1cccc2ccccc12,"[0.9, 5.795]","[{'type': 'PhosphonicAcid', 'indices': [0]}, {'type': 'PhosphonicAcid', 'indices': [2]}]","{'0.9': {'type': 'PhosphonicAcid', 'indices': [0]}, '5.795': {'type': 'PhosphonicAcid', 'indices': [2]}}","[(0, 0.9), (2, 5.795)]"
O[P](O)(=O)Oc1ccccc1,"[0.9, 5.79]","[{'type': 'PhosphonicAcid', 'indices': [0]}, {'type': 'PhosphonicAcid', 'indices': [2]}]","{'0.9': {'type': 'PhosphonicAcid', 'indices': [0]}, '5.79': {'type': 'PhosphonicAcid', 'indices': [2]}}","[(0, 0.9), (2, 5.79)]"
O[C@H](CS)[C@H](O)CS,"[9.05, 10.06]","[{'type': 'Thiol', 'indices': [3]}, {'type': 'Thiol', 'indices': [7]}]","{'9.05': {'type': 'Thiol', 'indices': [3]}, '10.06': {'type': 'Thiol', 'indices': [7]}}","[(3, 9.05), (7, 10.06)]"
NCCCc1ccncc1,"[5.51, 9.98]","[{'type': 'Pyridine', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.51': {'type': 'Pyridine', 'indices': [7]}, '9.98': {'type': 'PrimaryAmine', 'indices': [0]}}","[(7, 5.51), (0, 9.98)]"
NCCN,"[7.11, 9.92]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'7.11': {'type': 'PrimaryAmine', 'indices': [0]}, '9.92': {'type': 'PrimaryAmine', 'indices': [3]}}","[(0, 7.11), (3, 9.92)]"
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,"[3.56, 7.62]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.56': {'type': 'COOH', 'indices': [19]}, '7.62': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 3.56), (5, 7.62)]"
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,"[3.59, 7.65]","[{'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.59': {'type': 'COOH', 'indices': [23]}, '7.65': {'type': 'PrimaryAmine', 'indices': [5]}}","[(23, 3.59), (5, 7.65)]"
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,"[3.41, 7.3]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.41': {'type': 'COOH', 'indices': [18]}, '7.3': {'type': 'PrimaryAmine', 'indices': [9]}}","[(18, 3.41), (9, 7.3)]"
CC(C)C[C@H](NC(=O)[C@H](C)N)C(O)=O,"[3.34, 8.03]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'3.34': {'type': 'COOH', 'indices': [12]}, '8.03': {'type': 'PrimaryAmine', 'indices': [10]}}","[(12, 3.34), (10, 8.03)]"
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,"[3.52, 8.1]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.52': {'type': 'COOH', 'indices': [19]}, '8.1': {'type': 'PrimaryAmine', 'indices': [17]}}","[(19, 3.52), (17, 8.1)]"
NCC(=O)NO,"[7.45, 9.18]","[{'type': 'NHydroxylamine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.45': {'type': 'PrimaryAmine', 'indices': [0]}, '9.18': {'type': 'NHydroxylamine', 'indices': [5]}}","[(0, 7.45), (5, 9.18)]"
NCC(=O)N[C@@H](CC(N)=O)C(O)=O,"[3.12, 8.12]","[{'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.12': {'type': 'COOH', 'indices': [11]}, '8.12': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 3.12), (0, 8.12)]"
NCC(=O)N[C@@H](CO)C(O)=O,"[2.97, 8.13]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.97': {'type': 'COOH', 'indices': [9]}, '8.13': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 2.97), (0, 8.13)]"
NCC(=O)NCC(=O)NCC(O)=O,"[3.21, 7.89]","[{'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.21': {'type': 'COOH', 'indices': [11]}, '7.89': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 3.21), (0, 7.89)]"
NCCC(=O)NCC(O)=O,"[3.2, 9.4]","[{'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.2': {'type': 'COOH', 'indices': [8]}, '9.4': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 3.2), (0, 9.4)]"
NCC(O)=O,"[2.33, 9.57]","[{'type': 'COOH', 'indices': [3]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.33': {'type': 'COOH', 'indices': [3]}, '9.57': {'type': 'PrimaryAmine', 'indices': [0]}}","[(3, 2.33), (0, 9.57)]"
NCCCc1cccnc1,"[5.19, 10.05]","[{'type': 'Pyridine', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.19': {'type': 'Pyridine', 'indices': [8]}, '10.05': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 5.19), (0, 10.05)]"
NCC(=O)NC(CO)C(=O)NCC(O)=O,"[3.23, 7.99]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.23': {'type': 'COOH', 'indices': [13]}, '7.99': {'type': 'PrimaryAmine', 'indices': [0]}}","[(13, 3.23), (0, 7.99)]"
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[3.11, 8.17]","[{'type': 'COOH', 'indices': [37]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.11': {'type': 'COOH', 'indices': [37]}, '8.17': {'type': 'PrimaryAmine', 'indices': [0]}}","[(37, 3.11), (0, 8.17)]"
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(O)=O,"[3.17, 8.06]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.17': {'type': 'COOH', 'indices': [18]}, '8.06': {'type': 'PrimaryAmine', 'indices': [0]}}","[(18, 3.17), (0, 8.06)]"
NCCCC[C@H](N)C(=O)NCC(O)=O,"[7.64, 10.61]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'7.64': {'type': 'PrimaryAmine', 'indices': [0]}, '10.61': {'type': 'PrimaryAmine', 'indices': [6]}}","[(0, 7.64), (6, 10.61)]"
NCC(=O)NCC(=O)NCCC(O)=O,"[4.04, 7.89]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.04': {'type': 'COOH', 'indices': [12]}, '7.89': {'type': 'PrimaryAmine', 'indices': [0]}}","[(12, 4.04), (0, 7.89)]"
NCC(=O)NCC(=O)NO,"[7.52, 8.4]","[{'type': 'NHydroxylamine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.52': {'type': 'PrimaryAmine', 'indices': [0]}, '8.4': {'type': 'NHydroxylamine', 'indices': [9]}}","[(0, 7.52), (9, 8.4)]"
NCC(=O)NCCC(=O)NCC(O)=O,"[3.3, 8.05]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.3': {'type': 'COOH', 'indices': [12]}, '8.05': {'type': 'PrimaryAmine', 'indices': [0]}}","[(12, 3.3), (0, 8.05)]"
NCC(=O)NCC(=O)NCC(=O)NO,"[7.51, 8.4]","[{'type': 'NHydroxylamine', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.51': {'type': 'PrimaryAmine', 'indices': [0]}, '8.4': {'type': 'NHydroxylamine', 'indices': [13]}}","[(0, 7.51), (13, 8.4)]"
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,"[3.28, 8.3]","[{'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.28': {'type': 'COOH', 'indices': [25]}, '8.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(25, 3.28), (0, 8.3)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[3.31, 8.36]","[{'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.31': {'type': 'COOH', 'indices': [25]}, '8.36': {'type': 'PrimaryAmine', 'indices': [0]}}","[(25, 3.31), (0, 8.36)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,"[3.22, 8.29]","[{'type': 'COOH', 'indices': [30]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.22': {'type': 'COOH', 'indices': [30]}, '8.29': {'type': 'PrimaryAmine', 'indices': [0]}}","[(30, 3.22), (0, 8.29)]"
COCCN(CC(O)=O)CC(O)=O,"[2.18, 8.95]","[{'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [11]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.18': {'type': 'COOH', 'indices': [7]}, '8.95': {'type': 'TertiaryAmine', 'indices': [4]}}","[(7, 2.18), (4, 8.95)]"
COC(=O)[C@@H](N)CS,"[6.53, 8.93]","[{'type': 'Thiol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'6.53': {'type': 'Thiol', 'indices': [7]}, '8.93': {'type': 'PrimaryAmine', 'indices': [5]}}","[(7, 6.53), (5, 8.93)]"
NCCCCCc1ccncc1,"[5.99, 10.3]","[{'type': 'Pyridine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.99': {'type': 'Pyridine', 'indices': [9]}, '10.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 5.99), (0, 10.3)]"
NCCCCN,"[9.46, 10.72]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'9.46': {'type': 'PrimaryAmine', 'indices': [0]}, '10.72': {'type': 'PrimaryAmine', 'indices': [5]}}","[(0, 9.46), (5, 10.72)]"
NCCC(=O)NCCC(O)=O,"[3.95, 9.36]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.95': {'type': 'COOH', 'indices': [9]}, '9.36': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 3.95), (0, 9.36)]"
NCCC(=O)NO,"[8.32, 9.59]","[{'type': 'NHydroxylamine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'8.32': {'type': 'PrimaryAmine', 'indices': [0]}, '9.59': {'type': 'NHydroxylamine', 'indices': [6]}}","[(0, 8.32), (6, 9.59)]"
NCCC(O)=O,"[3.51, 10.08]","[{'type': 'COOH', 'indices': [4]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.51': {'type': 'COOH', 'indices': [4]}, '10.08': {'type': 'PrimaryAmine', 'indices': [0]}}","[(4, 3.51), (0, 10.08)]"
NCCCCCCCCN,"[10.17, 10.99]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'10.17': {'type': 'PrimaryAmine', 'indices': [0]}, '10.99': {'type': 'PrimaryAmine', 'indices': [9]}}","[(0, 10.17), (9, 10.99)]"
NCCCCCCN,"[10.07, 10.95]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [7]}]","{'10.07': {'type': 'PrimaryAmine', 'indices': [0]}, '10.95': {'type': 'PrimaryAmine', 'indices': [7]}}","[(0, 10.07), (7, 10.95)]"
NCCCCCN,"[9.83, 10.9]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'9.83': {'type': 'PrimaryAmine', 'indices': [0]}, '10.9': {'type': 'PrimaryAmine', 'indices': [6]}}","[(0, 9.83), (6, 10.9)]"
O[P](O)(=O)c1ccccc1,"[1.7, 7.0]","[{'type': 'Phosphate', 'indices': [0]}, {'type': 'Phosphate', 'indices': [2]}]","{'1.7': {'type': 'Phosphate', 'indices': [0]}, '7.0': {'type': 'Phosphate', 'indices': [2]}}","[(0, 1.7), (2, 7.0)]"
NCCCC(O)=O,"[4.02, 10.35]","[{'type': 'COOH', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.02': {'type': 'COOH', 'indices': [5]}, '10.35': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 4.02), (0, 10.35)]"
NCCNC(=O)CC(=O)NCCN,"[8.7, 8.96]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [12]}]","{'8.7': {'type': 'PrimaryAmine', 'indices': [0]}, '8.96': {'type': 'PrimaryAmine', 'indices': [12]}}","[(0, 8.7), (12, 8.96)]"
NCCCCCc1ccccn1,"[5.7, 10.38]","[{'type': 'Pyridine', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.7': {'type': 'Pyridine', 'indices': [11]}, '10.38': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 5.7), (0, 10.38)]"
NCCCCCc1cccnc1,"[5.61, 10.34]","[{'type': 'Pyridine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.61': {'type': 'Pyridine', 'indices': [10]}, '10.34': {'type': 'PrimaryAmine', 'indices': [0]}}","[(10, 5.61), (0, 10.34)]"
CC(N)CCN,"[8.68, 10.55]","[{'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'8.68': {'type': 'PrimaryAmine', 'indices': [2]}, '10.55': {'type': 'PrimaryAmine', 'indices': [5]}}","[(2, 8.68), (5, 10.55)]"
OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,"[1.5, 6.025]","[{'type': 'PhosphonicAcid', 'indices': [7]}, {'type': 'PhosphonicAcid', 'indices': [8]}, {'type': 'AliphaticRingAlcohol', 'indices': [11]}, {'type': 'AliphaticRingAlcohol', 'indices': [13]}, {'type': 'AliphaticRingAlcohol', 'indices': [15]}]","{'1.5': {'type': 'PhosphonicAcid', 'indices': [7]}, '6.025': {'type': 'PhosphonicAcid', 'indices': [8]}}","[(7, 1.5), (8, 6.025)]"
OC[P](O)(O)=O,"[1.7, 6.99]","[{'type': 'Phosphate', 'indices': [3]}, {'type': 'Phosphate', 'indices': [4]}]","{'1.7': {'type': 'Phosphate', 'indices': [3]}, '6.99': {'type': 'Phosphate', 'indices': [4]}}","[(3, 1.7), (4, 6.99)]"
OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,"[3.1, 7.0]","[{'type': 'COOH', 'indices': [14]}, {'type': 'COOH', 'indices': [17]}, {'type': 'TertiaryAmine', 'indices': [3]}]","{'3.1': {'type': 'COOH', 'indices': [14]}, '7.0': {'type': 'TertiaryAmine', 'indices': [3]}}","[(14, 3.1), (3, 7.0)]"
OCCNCCc1ccccn1,"[3.15, 7.94]","[{'type': 'Pyridine', 'indices': [11]}, {'type': 'SecondaryAmine', 'indices': [3]}]","{'3.15': {'type': 'Pyridine', 'indices': [11]}, '7.94': {'type': 'SecondaryAmine', 'indices': [3]}}","[(11, 3.15), (3, 7.94)]"
CC(C)[C@H](N)C(=O)NCC(O)=O,"[3.1, 7.95]","[{'type': 'COOH', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'3.1': {'type': 'COOH', 'indices': [10]}, '7.95': {'type': 'PrimaryAmine', 'indices': [4]}}","[(10, 3.1), (4, 7.95)]"
CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,"[3.4, 7.96]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'3.4': {'type': 'COOH', 'indices': [13]}, '7.96': {'type': 'PrimaryAmine', 'indices': [4]}}","[(13, 3.4), (4, 7.96)]"
CC(C)[C@H](N)C(=O)N[C@@H](C)C(O)=O,"[3.32, 7.92]","[{'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'3.32': {'type': 'COOH', 'indices': [11]}, '7.92': {'type': 'PrimaryAmine', 'indices': [4]}}","[(11, 3.32), (4, 7.92)]"
OCC1=CC(=O)C(=C(CN2CCCCC2)O1)O,"[6.36, 9.2]","[{'type': 'Phenol', 'indices': [16]}, {'type': 'TertiaryAmine', 'indices': [9]}]","{'6.36': {'type': 'Phenol', 'indices': [16]}, '9.2': {'type': 'TertiaryAmine', 'indices': [9]}}","[(16, 6.36), (9, 9.2)]"
OCC1=CC(=O)C(=C(CN2CCOCC2)O1)O,"[5.03, 7.86]","[{'type': 'Phenol', 'indices': [16]}, {'type': 'TertiaryAmine', 'indices': [9]}]","{'5.03': {'type': 'Phenol', 'indices': [16]}, '7.86': {'type': 'TertiaryAmine', 'indices': [9]}}","[(16, 5.03), (9, 7.86)]"
CC(C)[C@H](N)C(=O)N[C@H](C(C)C)C(O)=O,"[3.04, 8.22]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'3.04': {'type': 'COOH', 'indices': [13]}, '8.22': {'type': 'PrimaryAmine', 'indices': [4]}}","[(13, 3.04), (4, 8.22)]"
CC(C)[C@H](N)C(O)=O,"[2.27, 9.52]","[{'type': 'COOH', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'2.27': {'type': 'COOH', 'indices': [6]}, '9.52': {'type': 'PrimaryAmine', 'indices': [4]}}","[(6, 2.27), (4, 9.52)]"
OC(Cc1c[nH]cn1)C(O)=O,"[3.0, 7.31]","[{'type': 'COOH', 'indices': [9]}, {'type': 'Imidazole', 'indices': [7]}]","{'3.0': {'type': 'COOH', 'indices': [9]}, '7.31': {'type': 'Imidazole', 'indices': [7]}}","[(9, 3.0), (7, 7.31)]"
CC(C)C[C@H](NC(=O)[C@@H](C)N)C(O)=O,"[3.14, 8.23]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'3.14': {'type': 'COOH', 'indices': [12]}, '8.23': {'type': 'PrimaryAmine', 'indices': [10]}}","[(12, 3.14), (10, 8.23)]"
CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,"[3.46, 8.15]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.46': {'type': 'COOH', 'indices': [19]}, '8.15': {'type': 'PrimaryAmine', 'indices': [17]}}","[(19, 3.46), (17, 8.15)]"
CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(O)=O,"[3.08, 7.45]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.08': {'type': 'COOH', 'indices': [13]}, '7.45': {'type': 'PrimaryAmine', 'indices': [9]}}","[(13, 3.08), (9, 7.45)]"
CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)CN,"[7.94, 9.85]","[{'type': 'Phenol', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [21]}]","{'7.94': {'type': 'PrimaryAmine', 'indices': [21]}, '9.85': {'type': 'Phenol', 'indices': [10]}}","[(21, 7.94), (10, 9.85)]"
CNCC(=O)NCC(=O)NCC(=O)NCC(O)=O,"[3.34, 8.39]","[{'type': 'COOH', 'indices': [16]}, {'type': 'SecondaryAmine', 'indices': [1]}]","{'3.34': {'type': 'COOH', 'indices': [16]}, '8.39': {'type': 'SecondaryAmine', 'indices': [1]}}","[(16, 3.34), (1, 8.39)]"
