sample_id,SMILES,metal_ion,true_pka_values,predicted_positions,binding_sites
1022,O=C1CSCC(=O)NCCNCCNCCN1,Cu2+,[8.08],[13],"[0, 3, 6, 7, 10, 13, 16]"
1023,O=C1NCCNCCNCCNCCNC(=O)C1CCc2ccccn2,Cu2+,[14.04],[25],"[0, 2, 5, 8, 11, 14, 16, 25]"
1024,O=C1NCCNCCNCCNCCNC(=O)C1Cc2ccccc2,Cu2+,[12.39],[11],"[0, 2, 5, 8, 11, 14, 16]"
1025,OC(=O)/C=C/c1ccccn1,Cu2+,[1.0],[10],"[0, 2, 10]"
1026,OC(=O)C(CC=C)C(O)=O,Cu2+,[4.66],[0],"[0, 2, 8, 9]"
1027,OC(=O)C(CCC=C)C(O)=O,Cu2+,[4.74],[9],"[0, 2, 9, 10]"
1028,OC(=O)C(CCCC=C)C(O)=O,Cu2+,[4.83],[0],"[0, 2, 10, 11]"
1029,OC(=O)C=N,Cu2+,[17.13],[0],"[0, 2, 4]"
1030,OC(=O)CC(=O)C(O)=O,Cu2+,[4.19],[0],"[0, 2, 5, 7, 8]"
1031,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,Cu2+,[18.4],[8],"[0, 2, 5, 8, 12, 13, 15, 16, 18, 19]"
1032,OC(=O)CCC(O)=O,Cu2+,[2.7],[0],"[0, 2, 6, 7]"
1033,OC(=O)CCCC(O)=O,Cu2+,[2.37],[7],"[0, 2, 7, 8]"
1034,OC(=O)CCCCC(O)=O,Cu2+,[2.3],[8],"[0, 2, 8, 9]"
1035,OC(=O)CCCCCC(O)=O,Cu2+,[2.2],[0],"[0, 2, 9, 10]"
1036,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,Cu2+,[1.63],[0],"[0, 2, 8, 11, 13, 14]"
1037,OC(=O)CCSCC(O)=O,Cu2+,[3.75],[0],"[0, 2, 5, 8, 9]"
1038,OC(=O)CCSCCC(O)=O,Cu2+,[2.97],[0],"[0, 2, 5, 9, 10]"
1039,OC(=O)CC[P](O)(O)=O,Cu2+,[4.28],[0],"[0, 2, 5, 6, 7, 8]"
1040,OC(=O)CC[Se]CCC(O)=O,Cu2+,[2.6],[0],"[0, 2, 9, 10]"
1041,OC(=O)CC[Te]CCC(O)=O,Cu2+,[3.2],[0],"[0, 2, 9, 10]"
1042,OC(=O)CN(CC(O)=O)Cc1ccccn1,Cu2+,[14.09],[4],"[0, 2, 4, 7, 8, 15]"
1043,OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,Cu2+,[10.85],[19],"[0, 2, 4, 7, 8, 16, 17, 19, 20]"
1044,OC(=O)CN(CC(O)=O)c1ccc(Cl)cc1N(CC(O)=O)CC(O)=O,Cu2+,[15.15],[7],"[0, 2, 4, 7, 8, 16, 19, 20, 23, 24]"
1045,OC(=O)CN(CC(O)=O)c1ccc(cc1)N(CC(O)=O)CC(O)=O,Cu2+,[8.16],[7],"[0, 2, 4, 7, 8, 15, 18, 19, 22, 23]"
1046,OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,Cu2+,[8.33],[0],"[0, 2, 4, 7, 8, 15, 18, 19, 22, 23]"
1047,OC(=O)CN(CC(O)=O)c1ccccc1,Cu2+,[6.62],[0],"[0, 2, 4, 7, 8]"
1048,OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,Cu2+,[10.93],[16],"[0, 2, 4, 7, 8, 16, 17]"
1049,OC(=O)CN(CC(O)=O)c1ccccc1N(CC(O)=O)CC(O)=O,Cu2+,[15.11],[0],"[0, 2, 4, 7, 8, 15, 18, 19, 22, 23]"
1050,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,Cu2+,[18.78],[4],"[0, 2, 4, 7, 10, 11, 14, 15, 18, 19]"
1051,OC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,Cu2+,[11.4],[8],"[0, 2, 4, 6, 8, 11, 12, 15, 16]"
1052,OC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,Cu2+,[11.0],[12],"[0, 2, 4, 6, 8, 10, 12, 15, 16, 19, 20]"
1053,OC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,Cu2+,[8.79],[0],"[0, 2, 4, 6, 8, 10, 12, 14, 16, 19, 20, 23, 24]"
1054,OC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1,Cu2+,[5.59],[0],"[0, 2, 4, 6, 8, 10, 12, 14, 19]"
1055,OC(=O)CNC(=O)[C@@H]1CCCN1,Cu2+,[6.4],[0],"[0, 2, 4, 6, 11]"
1056,OC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2,Cu2+,[8.75],[18],"[0, 2, 4, 6, 11, 13, 18]"
1057,OC(=O)CNC(=O)c1ccccc1,Cu2+,[2.03],[0],"[0, 2, 4, 6]"
1058,OC(=O)CNCc1ccccn1,Cu2+,[11.8],[11],"[0, 2, 4, 11]"
1059,OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,Cu2+,[12.4],[9],"[0, 2, 4, 9, 10, 15, 16, 17, 20, 21, 24, 25]"
1060,OC(=O)COc1ccccc1,Cu2+,[1.51],[0],"[0, 2, 4]"
1061,OC(=O)COc1ccccc1C(O)=O.OC(=O)COc2ccccc2C(O)=O,Cu2+,[3.1],[14],"[0, 2, 4, 12, 13, 14, 16, 18, 26, 27]"
1062,OC(=O)CSCCC=C,Cu2+,[2.13],[0],"[0, 2, 4]"
1063,OC(=O)CSCCSCC(O)=O,Cu2+,[11.16],[0],"[0, 2, 4, 7, 10, 11]"
1064,OC(=O)CSc1ccccc1,Cu2+,[1.43],[0],"[0, 2, 4]"
1065,OC(=O)CSc1ccccc1C(O)=O.OC(=O)CSc2ccccc2C(O)=O,Cu2+,[3.0],[26],"[0, 2, 4, 12, 13, 14, 16, 18, 26, 27]"
1066,OC(=O)C[Se]CC(O)=O,Cu2+,[3.55],[7],"[0, 2, 7, 8]"
1067,OC(=O)C[Se]CCC=C,Cu2+,[2.02],[0],"[0, 2]"
1068,OC(=O)C[Se]c1ccccc1,Cu2+,[1.28],[0],"[0, 2]"
1069,OC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2,Cu2+,[6.23],[0],"[0, 2, 11, 13, 18]"
1070,OC(=O)[C@@H]1CCC(=O)N1,Cu2+,[1.57],[0],"[0, 2, 7, 8]"
1071,OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2,Cu2+,[10.05],[9],"[0, 2, 7, 9, 10, 12, 17]"
1072,OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]2CCCN2,Cu2+,[9.89],[0],"[0, 2, 7, 9, 10, 12, 17]"
1073,OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2,Cu2+,[-6.53],[0],"[0, 2, 11, 13, 18]"
1074,OC(=O)[P](O)(O)=O,Cu2+,[7.78],[0],"[0, 2, 3, 4, 5, 6]"
1075,OC(=O)c1c(C(O)=O)c(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,Cu2+,[6.48],[0],"[0, 2, 6, 7, 10, 11, 14, 15, 18, 19, 22, 23]"
1076,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,Cu2+,[2.67],[10],"[0, 2, 10, 11, 13, 14]"
1077,OC(=O)c1ccc(Br)cc1C(O)=O,Cu2+,[2.84],[11],"[0, 2, 11, 12]"
1078,OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,Cu2+,[3.23],[8],"[0, 2, 8, 9, 13, 14]"
1079,OC(=O)c1ccc(cc1C(O)=O)[N+]([O-])=O,Cu2+,[2.42],[0],"[0, 2, 10, 11, 12, 13, 14]"
1080,OC(=O)c1cccc(Br)c1C(O)=O,Cu2+,[2.95],[0],"[0, 2, 11, 12]"
1081,OC(=O)c1cccc(C(O)=O)c1C(O)=O,Cu2+,[4.38],[0],"[0, 2, 9, 10, 13, 14]"
1082,OC(=O)c1cccc(Cl)c1C(O)=O,Cu2+,[2.86],[11],"[0, 2, 11, 12]"
1083,OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,Cu2+,[2.42],[0],"[0, 2, 10, 11, 12, 13, 14]"
1084,OC(C(CC(O)=O)C(O)=O)C(O)=O,Cu2+,[5.2],[8],"[0, 5, 6, 8, 9, 11, 12]"
1085,OC(CC(O)=O)C(O)=O,Cu2+,[3.64],[4],"[0, 4, 5, 7, 8]"
1086,OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,Cu2+,[12.67],[12],"[0, 3, 6, 7, 9, 10, 12, 15, 16, 18, 19]"
1087,OC(Cc1ccccn1)c2ccccc2,Cu2+,[2.1],[8],"[0, 8]"
1088,OC1=CC=CC=CC1=O,Cu2+,[8.34],[0],"[0, 8]"
1089,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,Cu2+,[5.865],[14],"[0, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 25, 26, 28]"
1090,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,Cu2+,[5.88],[19],"[0, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 26, 27, 29]"
1091,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,Cu2+,[5.21],[10],"[0, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 22, 24]"
1092,OC1CC(O)(CC(O)C1O)C(O)=O,Cu2+,[2.44],[11],"[0, 4, 7, 9, 11, 12]"
1093,OC1CSCCSCCCSCCSC1,Cu2+,[4.69],[0],"[0, 3, 6, 10, 13]"
1094,OCC(CO)O[P](O)(O)=O,Cu2+,[2.81],[7],"[0, 4, 5, 6, 7, 8, 9]"
1095,OCC(O)=O,Cu2+,[2.4],[3],"[0, 3, 4]"
1096,OCC1=CC(=O)C(=CO1)O,Cu2+,[6.82],[9],"[0, 5, 8, 9]"
1097,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,Cu2+,[17.4],[13],"[0, 3, 6, 9, 10, 13, 14, 17, 18]"
1098,OCCN(CCO)Cc1ccccn1,Cu2+,[9.2],[13],"[0, 3, 6, 13]"
1099,OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,Cu2+,[5.3],[14],"[0, 3, 6, 14, 15, 17, 18]"
1100,OCCNCCNCCO.OCCNCCNCCO,Cu2+,[9.68],[13],"[0, 3, 6, 9, 10, 13, 16, 19]"
1101,OCCNCCc1ccccn1,Cu2+,[9.2],[11],"[0, 3, 11]"
1102,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,Cu2+,[2.74],[7],"[0, 3, 5, 6, 7, 8, 9, 11, 13, 15]"
1103,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3C(=O)NC(=O)Nc23,Cu2+,[2.58],[9],"[0, 3, 6, 8, 9, 11, 14, 15, 17, 18]"
1104,OC[P](O)(O)=O,Cu2+,[3.53],[4],"[0, 2, 3, 4, 5]"
1105,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,Cu2+,[2.96],[5],"[0, 3, 4, 5, 6, 7, 9, 11, 13]"
1106,O[C@H]([C@@H](O)C(O)=O)C(O)=O,Cu2+,[10.42],[8],"[0, 3, 5, 6, 8, 9]"
1107,O[P](O)(=O)C(Cl)(Cl)Cl,Cu2+,[2.17],[2],"[0, 1, 2, 3]"
1108,O[P](O)(=O)C(Cl)Cl,Cu2+,[2.49],[2],"[0, 1, 2, 3]"
1109,O[P](O)(=O)C1CCCCC1,Cu2+,[3.97],[2],"[0, 1, 2, 3]"
1110,O[P](O)(=O)C1CCCCN1,Cu2+,[8.76],[0],"[0, 1, 2, 3, 9]"
1111,O[P](O)(=O)CBr,Cu2+,[2.95],[0],"[0, 1, 2, 3]"
1112,O[P](O)(=O)CI,Cu2+,[3.04],[0],"[0, 1, 2, 3]"
1113,O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,Cu2+,[3.4166666666666665],[0],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"
1114,O[P](O)(=O)O[P](O)(=O)O[P](O)([O-])=O,Cu2+,[9.0],[0],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"
1115,O[P](O)(=O)c1ccccc1,Cu2+,[3.18],[2],"[0, 1, 2, 3]"
1116,O[P](O)([O-])=O,Cu2+,[4.7575],[2],"[0, 1, 2, 3, 4]"
1117,Oc1c(C=O)cc(cc1[N+]([O-])=O)[N+]([O-])=O,Cu2+,[1.68],[0],"[0, 4, 9, 10, 11, 12, 13, 14]"
1118,Oc1c(C=O)cccc1[N+]([O-])=O,Cu2+,[3.61],[0],"[0, 4, 9, 10, 11]"
1119,Oc1c(Cl)cccc1C=O,Cu2+,[4.74],[0],"[0, 9]"
1120,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,Cu2+,[8.23],[0],"[0, 9, 11, 12, 13, 14, 15, 16, 17]"
1121,Oc1cc(Cl)ccc1C=O,Cu2+,[5.11],[0],"[0, 9]"
1122,Oc1ccc(Cl)cc1C=O,Cu2+,[4.96],[0],"[0, 9]"
1123,Oc1ccc(cc1C=O)[N+]([O-])=O,Cu2+,[3.83],[0],"[0, 8, 9, 10, 11]"
1124,Oc1cccc(Cl)c1C=O,Cu2+,[5.88],[0],"[0, 9]"
1125,Oc1cccc[n+]1[O-],Cu2+,[7.3],[6],"[0, 6, 7]"
1126,Oc1ccccc1C=O,Cu2+,[5.56],[0],"[0, 8]"
1127,Oc1ccccc1CC2C(=O)NCCNCCCNCCNC2=O,Cu2+,[14.1],[0],"[0, 10, 11, 14, 18, 21, 23]"
1128,S=C(NNc1ccccc1)N=Nc2ccccc2,Cu2+,[22.3],[3],"[0, 2, 3, 10, 11]"
1129,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1,Cu2+,[2.24],[11],"[0, 1, 2, 7, 8, 9, 10, 11]"
1130,[O-][P]([O-])(=O)O[P]([O-])(=O)Oc1ccccc1,Cu2+,[5.17],[11],"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
1131,[O-][P]([O-])(=O)Oc1cccc2ccccc12,Cu2+,[2.64],[10],"[0, 1, 2, 3, 4]"
1132,[O-][P]([O-])(=O)Oc1ccccc1,Cu2+,[2.69],[7],"[0, 1, 2, 3, 4]"
1133,[OH-],Cu2+,[6.1],[],[]
1134,c1ccc(C=Cc2ccccn2)nc1,Cu2+,[1.0],[12],"[11, 12]"
1135,c1ccc(cc1)c2ccccn2,Cu2+,[0.7],[11],[11]
1136,c1ccc(cc1)c2cccnc2,Cu2+,[2.25],[10],[10]
1137,c1ccc(cc1)c2ccncc2,Cu2+,[2.54],[9],[9]
1138,c1ccc2ncccc2c1,Cu2+,[2.65],[4],[4]
1139,s1ccc(c1)c2ccccn2,Cu2+,[0.7],[10],"[0, 10]"
1140,s1ccc(c1)c2cccnc2,Cu2+,[2.3],[9],"[0, 9]"
1141,s1ccc(c1)c2ccncc2,Cu2+,[2.67],[8],"[0, 8]"
1142,s1cccc1c2ccccn2,Cu2+,[0.2],[10],"[0, 10]"
1143,s1cccc1c2cccnc2,Cu2+,[2.15],[9],"[0, 9]"
1144,s1cccc1c2ccncc2,Cu2+,[2.57],[8],"[0, 8]"
1145,s1cncc1c2ccccn2,Cu2+,[1.7],[10],"[0, 2, 10]"
1146,C1CNCCCNC1,Cu2+,"[10.51, 17.95]","[2, 6]","[2, 6]"
1147,CC(=O)CC(O)=O,Cu2+,"[1.39, 2.37]","[5, 6]","[2, 5, 6]"
1148,CC(=O)CCC(O)=O,Cu2+,"[1.7, 2.55]","[6, 2]","[2, 6, 7]"
1149,CC(=O)CN(CC(O)=O)CC(O)=O,Cu2+,"[9.1, 13.98]","[4, 7]","[2, 4, 7, 8, 11, 12]"
1150,CC(=O)NCC(=O)N(CC(O)=O)C(=O)[C@@H](N)Cc1cncn1Cc2ccccc2,Cu2+,"[3.06, 6.33]","[15, 21]","[2, 3, 6, 7, 10, 11, 13, 15, 19, 21]"
1151,CC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,"[4.4, 7.92]","[22, 24]","[2, 3, 6, 7, 10, 11, 14, 15, 20, 22, 24, 25]"
1152,CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,Cu2+,"[3.95, 7.75]","[18, 24]","[2, 3, 6, 7, 10, 11, 16, 18, 20, 21, 24, 25]"
1153,CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,"[4.24, 7.92]","[18, 20]","[2, 3, 6, 7, 10, 11, 16, 18, 20, 21]"
1154,CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,Cu2+,"[3.84, 7.52]","[14, 20]","[2, 3, 6, 7, 12, 14, 16, 17, 20, 21]"
1155,CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,"[4.13, 7.49]","[14, 16]","[2, 3, 6, 7, 12, 14, 16, 17]"
1156,CC(=O)NO,Cu2+,"[7.9, 14.07]","[4, 3]","[2, 3, 4]"
1157,CC(C(O)=O)C(O)=O,Cu2+,"[4.89, 7.49]","[6, 3]","[3, 4, 6, 7]"
1158,CC(C)(C(O)=O)C(O)=O,Cu2+,"[4.57, 7.09]","[4, 7]","[4, 5, 7, 8]"
1159,CC(C)(N)C(N)=O,Cu2+,"[4.58, 9.28]","[3, 5]","[3, 5, 6]"
1160,CC(C)(N)C(O)=O,Cu2+,"[8.26, 15.1]","[3, 5]","[3, 5, 6]"
1161,CC(C)(N)CN,Cu2+,"[10.25, 19.4]","[3, 5]","[3, 5]"
1162,CC(C)(N)[P](O)(O)=O,Cu2+,"[9.13, 16.64]","[3, 5]","[3, 4, 5, 6, 7]"
1163,CC(C)(O)C(O)=O,Cu2+,"[2.87, 4.7]","[5, 3]","[3, 5, 6]"
1164,CC(C)C(C(O)=O)C(O)=O,Cu2+,"[5.4, 9.02]","[5, 8]","[5, 6, 8, 9]"
1165,CC(C)C1=CC(=O)C(=CC=C1)O,Cu2+,"[-9.55, 18.3]","[11, 10]","[6, 11]"
1166,CC(C)CC(C(O)=O)C(O)=O,Cu2+,"[4.84, 7.92]","[9, 6]","[6, 7, 9, 10]"
1167,CC(C)C[C@H](N)C(=O)NO,Cu2+,"[10.83, 19.51]","[5, 9]","[5, 7, 8, 9]"
1168,CC(C)C[C@H](N)C(O)=O,Cu2+,"[8.14, 14.9]","[5, 7]","[5, 7, 8]"
1169,CC(C)[C@H](N)C(N)=O,Cu2+,"[4.55, 8.14]","[4, 6]","[4, 6, 7]"
1170,CC(C)[C@H](N)C(O)=O,Cu2+,"[8.1, 14.9]","[4, 6]","[4, 6, 7]"
1171,CC(N)CCN,Cu2+,"[-17.08, 9.74]","[5, 2]","[2, 5]"
1172,CC(N)CN,Cu2+,"[10.54, 19.6]","[4, 2]","[2, 4]"
1173,CCC(=O)C(O)=O,Cu2+,"[2.15, 3.99]","[5, 6]","[3, 5, 6]"
1174,CCC(C(O)=O)C(O)=O,Cu2+,"[4.92, 7.85]","[4, 7]","[4, 5, 7, 8]"
1175,CCC(CC)(C(O)=O)C(O)=O,Cu2+,"[4.96, 7.72]","[9, 6]","[6, 7, 9, 10]"
1176,CCC(N)C(O)=O,Cu2+,"[-14.8, 8.11]","[3, 5]","[3, 5, 6]"
1177,CCC(N)CN,Cu2+,"[-19.47, 10.37]","[5, 3]","[3, 5]"
1178,CCCC(C(O)=O)C(O)=O,Cu2+,"[4.92, 8.14]","[5, 8]","[5, 6, 8, 9]"
1179,CCCC(CCC)(C(O)=O)C(O)=O,Cu2+,"[5.16, 8.3]","[8, 11]","[8, 9, 11, 12]"
1180,CCCCC(C(O)=O)C(O)=O,Cu2+,"[4.96, 8.23]","[9, 6]","[6, 7, 9, 10]"
1181,CCCCC(CCCC)(C(O)=O)C(O)=O,Cu2+,"[5.07, 8.14]","[13, 10]","[10, 11, 13, 14]"
1182,CCCC[C@H](N)C(O)=O,Cu2+,"[-14.9, 8.18]","[5, 7]","[5, 7, 8]"
1183,CCCN(CCC[S](O)(=O)=O)c1ccc(N=O)c(O)c1,Cu2+,"[10.29, 18.91]","[18, 3]","[3, 7, 8, 9, 10, 15, 16, 18]"
1184,CCC[C@H](N)C(O)=O,Cu2+,"[-14.9, 8.14]","[4, 6]","[4, 6, 7]"
1185,CCN(CC)C(=O)CCN,Cu2+,"[5.51, 10.7]","[9, 2]","[2, 6, 9]"
1186,CCN(CC)C(=O)CN,Cu2+,"[6.18, 11.3]","[8, 2]","[2, 6, 8]"
1187,CCN1C=CC(=O)C(=C1CC)O,Cu2+,"[10.74, 19.81]","[11, 2]","[2, 6, 11]"
1188,CCNCCNCC,Cu2+,"[8.79, 14.3]","[5, 2]","[2, 5]"
1189,CCON=C(C)C=NO,Cu2+,"[9.03, 19.67]","[8, 7]","[2, 3, 7, 8]"
1190,CCSC[P](O)(O)=O,Cu2+,"[4.15, 7.28]","[6, 5]","[2, 4, 5, 6, 7]"
1191,CC[C@H](C)[C@@H](N)C(O)=O,Cu2+,"[8.1, 15.06]","[5, 7]","[5, 7, 8]"
1192,CC[C@H](C)[C@H](N)C(O)=O,Cu2+,"[8.14, 15.0]","[5, 7]","[5, 7, 8]"
1193,CN(CC(=O)NCC(=O)NCC(O)=O)C(=O)CN,Cu2+,"[5.18, 9.92]","[17, 12]","[1, 4, 5, 8, 9, 12, 13, 15, 17]"
1194,CN(CC(=O)NCC(O)=O)C(=O)CN,Cu2+,"[5.65, 10.23]","[13, 8]","[1, 4, 5, 8, 9, 11, 13]"
1195,CN1C=CC(=O)C(=C1C)O,Cu2+,"[10.62, 19.61]","[9, 1]","[1, 5, 9]"
1196,CN=C(NCCSCc1nc[nH]c1C)NC#N,Cu2+,"[-8.5, -4.1]","[9, 11]","[1, 3, 6, 9, 11, 14, 16]"
1197,CNC(=O)[C@@H](N)CC(C)C,Cu2+,"[4.78, 8.89]","[5, 4]","[1, 3, 5]"
1198,CNC(=O)[C@@H](N)CCSC,Cu2+,"[4.39, 8.16]","[5, 4]","[1, 3, 5, 8]"
1199,CNCCNC,Cu2+,"[9.94, 16.93]","[4, 1]","[1, 4]"
1200,CNCCSCCOCCSCCNC,Cu2+,"[9.15, 14.6]","[1, 13]","[1, 4, 7, 10, 13]"
1201,CNCc1ccccn1,Cu2+,"[9.12, 15.7]","[1, 8]","[1, 8]"
1202,COC(=O)CN(C)C(=O)CN,Cu2+,"[5.18, 9.09]","[10, 5]","[1, 3, 5, 8, 10]"
1203,COC(=O)[C@@H](N)Cc1c[nH]cn1,Cu2+,"[8.5, 14.45]","[5, 9]","[1, 3, 5, 9, 11]"
1204,CON=C(C)C=NO,Cu2+,"[-8.75, 19.3]","[7, 6]","[1, 2, 6, 7]"
1205,COc1ccc(NCC(O)=O)cc1,Cu2+,"[7.59, 14.16]","[9, 6]","[1, 6, 9, 10]"
1206,CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O,Cu2+,"[8.55, 14.6]","[9, 15]","[1, 5, 7, 9, 13, 15, 17, 18]"
1207,C[C@@H](O)[C@H](N)C(O)=O,Cu2+,"[7.99, 14.69]","[4, 6]","[2, 4, 6, 7]"
1208,C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,Cu2+,"[5.01, 9.04]","[2, 21]","[2, 4, 5, 11, 12, 16, 17, 21, 22]"
1209,C[C@H](N)C(=O)NO,Cu2+,"[-10.87, 19.9]","[2, 6]","[2, 4, 5, 6]"
1210,C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,"[8.92, 15.61]","[2, 14]","[2, 4, 5, 10, 12, 14, 15]"
1211,C[C@H](N)C(O)=O,Cu2+,"[8.11, 14.9]","[2, 4]","[2, 4, 5]"
1212,C[C@H](O)[C@H](N)C(O)=O,Cu2+,"[7.59, 14.01]","[4, 6]","[2, 4, 6, 7]"
1213,C[C@](N)(CCC(O)=O)C(O)=O,Cu2+,"[-14.31, 7.97]","[2, 6]","[2, 6, 7, 9, 10]"
1214,Cc1ccc(CNCCN)cc1,Cu2+,"[9.23, 16.8]","[9, 6]","[6, 9]"
1215,Cc1ccc(N)c(N)c1,Cu2+,"[4.74, 8.5]","[5, 7]","[5, 7]"
1216,Cc1ccc(cc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Cu2+,"[7.49, 10.33]","[14, 19]","[7, 10, 11, 14, 15, 16, 19, 20, 23, 24]"
1217,Cc1ccc2ccc3ccc(C)nc3c2n1,Cu2+,"[5.2, 11.0]","[12, 15]","[12, 15]"
1218,Cc1ccc2ccc3cccnc3c2n1,Cu2+,"[7.4, 13.85]","[14, 11]","[11, 14]"
1219,Cc1ncc(CO)c(CN)c1O,Cu2+,"[10.2, 15.97]","[9, 2]","[2, 6, 9, 11]"
1220,NC(=O)[C@@H]1CCCN1,Cu2+,"[5.74, 10.36]","[7, 3]","[0, 2, 7]"
1221,NC(C(O)C(O)C(O)CO)C(O)=O,Cu2+,"[8.07, 14.76]","[0, 11]","[0, 3, 5, 7, 9, 11, 12]"
1222,NC(CO)C(=O)NCC(O)=O.O[P](O)([O-])=O,Cu2+,"[7.89, 11.6]","[0, 13]","[0, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15]"
1223,NC1(CCCC1)[P](O)(O)=O,Cu2+,"[8.46, 15.56]","[0, 8]","[0, 6, 7, 8, 9]"
1224,NC1CONC1=O,Cu2+,"[6.29, 10.53]","[0, 4]","[0, 3, 4, 6]"
1225,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,Cu2+,"[5.88, 10.6]","[0, 25]","[0, 3, 4, 10, 11, 14, 15, 21, 22, 25, 26]"
1226,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,Cu2+,"[5.73, 10.16]","[0, 30]","[0, 3, 4, 10, 11, 14, 15, 21, 22, 27, 28, 30, 31]"
1227,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,Cu2+,"[6.57, 10.54]","[0, 27]","[0, 3, 4, 10, 11, 14, 15, 21, 22, 27, 28, 30, 31]"
1228,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(O)=O,Cu2+,"[5.46, 9.61]","[0, 18]","[0, 3, 4, 10, 11, 14, 15, 18, 19]"
1229,NCC(=O)NO,Cu2+,"[10.8, 19.92]","[0, 5]","[0, 3, 4, 5]"
1230,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,Cu2+,"[9.39, 15.96]","[0, 11]","[0, 3, 4, 9, 11, 13, 14, 17, 18]"
1231,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Cu2+,"[8.98, 16.1]","[0, 11]","[0, 3, 4, 9, 11, 13, 14]"
